Global Volcanism Program - Volcanoes of the World 5.1.7,,,Downloaded on 31 May 2024 at 03:23 PM,,,,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Region,Subregion,Latitude,Longitude,Elevation,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
355131,"Solo, Cerro","Synonym of Solo, El",,,,,,,,,,,,,,,,,,,,,,,
355131,"Solo, El",Stratovolcano,Unknown,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-27.105,-68.713,6205,Subduction zone / Continental crust (>25 km),Evidence Credible,Dacite, , , , , , , , , ,0,0,482,9975
357150,"Sopas, Las",Thermal of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
354004,Soporo,Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
357023,"Sosneado, Volcán","Stratovolcano of Atuel, Caldera del",,,,,,,,,,,,,,,,,,,,,,,
351061,Sotara,Stratovolcano,Unknown,Colombia,South America,Colombia,2.108,-76.592,4400,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1188,5553,127782,1726425
352040,Sumaco,Stratovolcano,1895,Ecuador,South America,Ecuador,-0.538,-77.626,3990,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , , , , , , ,39,324,8384,679867
355011,Taapaca,Complex,-320,Chile,South America,"Northern Chile, Bolivia and Argentina",-18.1,-69.5,5860,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,3,87,1994,505369
352002,Tababara,Dome of Chachimbiro,,,,,,,,,,,,,,,,,,,,,,,
353091,Table Mountain Crater,Crater of Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,
355010,Tacora,Stratovolcano(es),Unknown,Chile-Peru,South America,"Northern Chile, Bolivia and Argentina",-17.7209,-69.7728,5960,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite, , , , , , , , , ,7,539,8757,411691
353030,Tagus,Tuff cone of Darwin,,,,,,,,,,,,,,,,,,,,,,,
356011,"Tangaroa, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
351090,Tanguerres,Synonym of Azufral,,,,,,,,,,,,,,,,,,,,,,,
352002,Tanguna,Dome of Chachimbiro,,,,,,,,,,,,,,,,,,,,,,,
357066,Tapa,Vent of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
356011,Tari,Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
352006,Tarugo Corral,Dome of Cayambe,,,,,,,,,,,,,,,,,,,,,,,
357062,Tatara,Shield volcano of San Pedro-Pellado,,,,,,,,,,,,,,,,,,,,,,,
357062,Tatara-San Pedro,Synonym of San Pedro-Pellado,,,,,,,,,,,,,,,,,,,,,,,
357140,"Taza, Cerro la",Pyroclastic cone of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
357153,"Taza, La",Cone of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
356011,"Te Kahu Rea, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,Te Kauhanga,Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,Te Manavai,Crater of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,"Te Puha Roa, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,"Tea-Tea, Maunga",Dome of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
352003,"Teodoro Wolf, Isla",Dome of Cuicocha,,,,,,,,,,,,,,,,,,,,,,,
356011,"Terevaka, Maunga",Shield volcano of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
357070,Termas,"Thermal of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357070,"Termas, Las","Stratovolcano of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
358010,Teski Group,Crater of Osorno,,,,,,,,,,,,,,,,,,,,,,,
352004,Tiata Imbabura,Dome of Imbabura,,,,,,,,,,,,,,,,,,,,,,,
354004,"Tichso, Cerro",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
354031,Ticsani,Lava dome(s),1800,Peru,South America,Peru,-16.7586,-70.5981,5382,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Rhyolite, , , , , , , , ,48,977,18160,227639
357072,"Tilhue, Cerro",Stratovolcano of Tromen Volcanic Plateau,,,,,,,,,,,,,,,,,,,,,,,
355105,Tilocalar,Lava cone(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.97,-68.13,3109,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , ,5,9,487,6154
355105,Tilocálar Norte,Lava Flows of Tilocalar,,,,,,,,,,,,,,,,,,,,,,,
355105,Tilocálar Sur,Lava Flows of Tilocalar,,,,,,,,,,,,,,,,,,,,,,,
357030,Tinguiririca,Stratovolcano,1917,Chile,South America,Central Chile and Argentina,-34.814,-70.352,4280,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,10,47,1883,881383
355220,Tipas,Complex,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-27.196,-68.561,6658,Subduction zone / Continental crust (>25 km),Evidence Credible,No Data (checked), , , , , , , , , ,0,4,343,11101
352041,Tishigcuchi,Dome of Iliniza,,,,,,,,,,,,,,,,,,,,,,,
356011,"Toa Toa, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
352020,Toaza,Stratovolcano of Guagua Pichincha,,,,,,,,,,,,,,,,,,,,,,,
355094,"Toco, Cerro",Stratovolcano of Purico Complex,,,,,,,,,,,,,,,,,,,,,,,
355100,Toconado,Synonym of Lascar,,,,,,,,,,,,,,,,,,,,,,,
355100,Toconao,Synonym of Lascar,,,,,,,,,,,,,,,,,,,,,,,
357093,Tolguaca,Synonym of Tolhuaca,,,,,,,,,,,,,,,,,,,,,,,
357093,Tolhuaca,Stratovolcano,-4000,Chile,South America,Central Chile and Argentina,-38.31,-71.645,2739,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,82,494,13873,567185
351030,"Tolima, Nevado del",Stratovolcano,1943,Colombia,South America,Colombia,4.658,-75.33,5215,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1660,6563,441916,4258333
356011,Tongariki,Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
357066,Tordillo,Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
352022,Toro Pugro,Dome of Chacana,,,,,,,,,,,,,,,,,,,,,,,
353080,Torres,Synonym of Marchena,,,,,,,,,,,,,,,,,,,,,,,
353050,"Tortuga, Isla","Tuff cone of Negra, Sierra",,,,,,,,,,,,,,,,,,,,,,,
353081,Tower,Synonym of Genovesa,,,,,,,,,,,,,,,,,,,,,,,
357150,Trahuiles,Thermal of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
357090,Trapa-Trapa,Caldera of Copahue,,,,,,,,,,,,,,,,,,,,,,,
357090,Trilope,Synonym of Copahue,,,,,,,,,,,,,,,,,,,,,,,
357090,Trolope,Synonym of Copahue,,,,,,,,,,,,,,,,,,,,,,,
357072,Tromen Volcanic Plateau,Stratovolcano(es),1822,Argentina,South America,Central Chile and Argentina,-37.144,-70.033,4114,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,12,196,2928,47403
358011,Tronador,Stratovolcano,Unknown,Chile-Argentina,South America,Southern Chile and Argentina,-41.157,-71.885,3478,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,7,106,1293,380976
355103,"Tucle, Cerro","Synonym of Tujle, Cerro",,,,,,,,,,,,,,,,,,,,,,,
355103,"Tugle, Cerro","Synonym of Tujle, Cerro",,,,,,,,,,,,,,,,,,,,,,,
355103,"Tujle, Cerro",Maar,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.83,-67.95,3550,Subduction zone / Continental crust (>25 km),Evidence Credible,No Data (checked), , , , , , , , , ,2,17,1968,5287
352081,"Tulabug, Cerro",Pyroclastic cone of Licto,,,,,,,,,,,,,,,,,,,,,,,
357130,"Tumba del Buey, La","Synonym of Buey, Crater del",,,,,,,,,,,,,,,,,,,,,,,
352080,Tunguragua,Synonym of Tungurahua,,,,,,,,,,,,,,,,,,,,,,,
352080,Tungurahua,Stratovolcano,2016,Ecuador,South America,Ecuador,-1.467,-78.442,5023,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,476,20990,183640,1571744
357010,Tupungatito,Stratovolcano,1987,Chile-Argentina,South America,Central Chile and Argentina,-33.425,-69.797,5660,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,612,923,6161,6169105
354040,Tutupaca,Stratovolcano(es),1802,Peru,South America,Peru,-17.026,-70.372,5801,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Rhyolite,Trachyte / Trachydacite, , , , , , , ,18,1125,21124,213931
355101,"Tuyajto, Cerro",Stratovolcano of Cordon de Puntas Negras,,,,,,,,,,,,,,,,,,,,,,,
355150,Tuzgle,Stratovolcano,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-24.05,-66.48,5486,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,42,217,4740,22953
354020,Ubinas,Stratovolcano,2023,Peru,South America,Peru,-16.345,-70.8972,5608,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Rhyolite, , , , , , ,180,1195,14607,1136785
354004,Uchuy,Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
357153,Ultimo Puesto,Cone of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
357091,Unalavquen,Synonym of Callaqui,,,,,,,,,,,,,,,,,,,,,,,
355161,Unnamed,Pyroclastic cone,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-25.078,-68.266,4652,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,0,61,123,6790
354020,Uvillas,Synonym of Ubinas,,,,,,,,,,,,,,,,,,,,,,,
354020,Uvinas,Synonym of Ubinas,,,,,,,,,,,,,,,,,,,,,,,
356011,"Vai a Heva, Maunga",Dome of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,"Vaka, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
357130,Valdivia,Synonym of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
356011,"Vao, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,"Varu, Maunga",Synonym of Te Kauhanga,,,,,,,,,,,,,,,,,,,,,,,
357080,"Velluda, Sierra",Stratovolcano of Antuco,,,,,,,,,,,,,,,,,,,,,,,
357140,"Venados, Los",Fissure vent of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
358025,"Ventana, Cerro",Vent of Crater Basalt Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
352002,Ventanillas,Dome of Chachimbiro,,,,,,,,,,,,,,,,,,,,,,,
358057,"Ventisqueros, Cerro de los","Synonym of Hudson, Cerro",,,,,,,,,,,,,,,,,,,,,,,
357100,"Verde, Volcán Laguna",Cone of Lonquimay,,,,,,,,,,,,,,,,,,,,,,,
352090,Verdeloma,Stratovolcano of Sangay - Ecuador,,,,,,,,,,,,,,,,,,,,,,,
357070,"Vidaurre, Volcán","Cone of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
352006,Viejo Cayambe,Stratovolcano of Cayambe,,,,,,,,,,,,,,,,,,,,,,,
351080,"Viejo, El",Crater of Galeras,,,,,,,,,,,,,,,,,,,,,,,
357070,"Viejo, Volcán","Stratovolcano of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
358012,"Vigueria, La",Cone of Cayutue-La Viguería,,,,,,,,,,,,,,,,,,,,,,,
357120,Villa Rica,Synonym of Villarrica,,,,,,,,,,,,,,,,,,,,,,,
357120,Villarrica,Stratovolcano,2024,Chile,South America,Central Chile and Argentina,-39.42,-71.93,2847,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,477,1067,35118,667788
352006,"Virgen, Cono de la",Pyroclastic cone of Cayambe,,,,,,,,,,,,,,,,,,,,,,,
352021,"Viudita, La",Dome of Atacazo,,,,,,,,,,,,,,,,,,,,,,,
358025,"Volcán, Cerro",Pyroclastic cone of Crater Basalt Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
354030,"Volcán, Cerro el",Dome of Huaynaputina,,,,,,,,,,,,,,,,,,,,,,,
354010,"Volcan, El","Synonym of Misti, El",,,,,,,,,,,,,,,,,,,,,,,
354007,"Volcancillo, Cerro el","Cone of Chachani, Nevado",,,,,,,,,,,,,,,,,,,,,,,
358011,"Volcanico, Cerro",Synonym of Fonck,,,,,,,,,,,,,,,,,,,,,,,
355220,"Walter Penk, Cerro",Synonym of Tipas,,,,,,,,,,,,,,,,,,,,,,,
353020,"Whiton, Mount",Synonym of Wolf,,,,,,,,,,,,,,,,,,,,,,,
353030,"Williams, Mount",Synonym of Darwin,,,,,,,,,,,,,,,,,,,,,,,
353020,Wolf,Shield,2022,Ecuador,South America,Galapagos Islands,0.02,-91.35,1710,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,165,165,237,1673
357110,Yaima,Synonym of Llaima,,,,,,,,,,,,,,,,,,,,,,,
357110,Yaimas,Synonym of Llaima,,,,,,,,,,,,,,,,,,,,,,,
354004,"Yana Mauras, Volcán",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
354004,"Yanamauras, Cerro",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
358049,Yantales,Synonym of Yanteles,,,,,,,,,,,,,,,,,,,,,,,
358049,Yanteles,Stratovolcano(es),-6650,Chile,South America,Southern Chile and Argentina,-43.469,-72.782,1790,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , ,0,85,1348,44899
352022,Yarangalu,Dome of Chacana,,,,,,,,,,,,,,,,,,,,,,,
358022,Yate,Stratovolcano,1090,Chile,South America,Southern Chile and Argentina,-41.755,-72.396,2187,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , ,43,296,6135,315418
357066,"Yegua, La",Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
357062,"Yeguas, Las",Synonym of San Pedro,,,,,,,,,,,,,,,,,,,,,,,
352003,"Yerovi, Isla",Dome of Cuicocha,,,,,,,,,,,,,,,,,,,,,,,
357140,"Yolye, Volcán",Pyroclastic cone of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
353090,York,Synonym of Santiago,,,,,,,,,,,,,,,,,,,,,,,
354050,Yucamane,Stratovolcano(es),-1320,Peru,South America,Peru,-17.184,-70.196,5495,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,51,692,10396,467713
354050,Yucamani,Synonym of Yucamane,,,,,,,,,,,,,,,,,,,,,,,
